ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION,Community Areas,Historical Wards 2003-2015,Zip Codes,Census Tracts,Wards
2213789-20201216,2754690,24659,1,ROSECO AUTO REBUILDERS INC,ROSECO AUTO REBUILDERS INC.,7410 S STONY ISLAND AVE,CHICAGO,IL,60649,8,50,8-50,3,8340,Motor Vehicle Services License,711,Motor Vehicle Repair - Engine and Body Work,2213789,RENEW,,10/15/2020,11/12/2020,N,12/16/2020,12/15/2022,11/12/2020,11/13/2020,AAI,,42,41.760225608,-87.586322035,"(41.760225608371194, -87.58632203456536)",39,32,22538,451,35
2065274-20201116,2751802,357879,1,"CHICAGO HEALTH ENTERPRISES, LTD.",CHICAGO HEALTH - MAPLE STREET,22 W MAPLE ST GROUND,CHICAGO,IL,60610,2,60,2-60,18,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2065274,RENEW,,09/15/2020,11/12/2020,N,11/16/2020,11/15/2022,11/12/2020,11/13/2020,AAI,,,41.901982552,-87.629263103,"(41.901982552398636, -87.62926310305369)",37,22,14926,230,11
2636315-20201216,2756881,454117,1,DNA BEAUTY INC.,DNA BEAUTY,"343 E 103RD ST GROUND C, D",CHICAGO,IL,60628,9,5,9-5,5,1010,Limited Business License,904,Retail Sales of General Merchandise,2636315,RENEW,,10/15/2020,11/12/2020,N,12/16/2020,12/15/2022,11/12/2020,11/13/2020,AAI,,,,,,,,,,
2064170-20201216,2755753,357377,1,CONRAY CORPORATION,7-ELEVEN #33508C,2181 N CLYBOURN AVE 1,CHICAGO,IL,60614,2,37,2-37,18,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2064170,RENEW,,10/15/2020,11/12/2020,N,12/16/2020,12/15/2022,11/12/2020,11/13/2020,AAI,,,41.921178384,-87.663579385,"(41.921178383612904, -87.66357938528952)",68,16,21190,210,11
2631010-20201116,2752902,432201,1,"LEAP SERVICES, INC.","LEAP SERVICES, INC.",924 W ARMITAGE AVE 1ST,CHICAGO,IL,60614,43,11,43-11,18,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2631010,RENEW,,09/15/2020,11/12/2020,N,11/16/2020,11/15/2022,11/12/2020,11/13/2020,AAI,,,41.918235333,-87.652010681,"(41.91823533346502, -87.65201068147621)",68,51,21190,744,34
2758217-20201113,2758217,471614,1,LA Mechanical Inc.,LA Mechanical,5  REVERE DR  200,NORTHBROOK,IL,60062,,,,,4404,Regulated Business License,901,"Heating, Ventilation and Air Conditioning Services - Residential",2758217,ISSUE,11/12/2020,11/12/2020,11/12/2020,N,11/13/2020,11/15/2022,11/12/2020,11/13/2020,AAI,,,,,,,,,,
2488992-20200916,2743361,409976,1,"RPH on the Go USA, Inc.","RPH on the Go USA, Inc.",8430 W BRYN MAWR AVE  1150,CHICAGO,IL,60631,41,,41-,,1010,Limited Business License,635,"Commissioned Staffing of Professional, Secretarial and Clerical Work",2488992,RENEW,,07/15/2020,08/26/2020,N,09/16/2020,09/15/2022,08/26/2020,11/13/2020,AAI,,,41.98121021,-87.838013315,"(41.98121020982407, -87.83801331542305)",75,34,22243,64,29
2757753-20201113,2757753,471278,1,Jose Silva,Jose,4100 S ASHLAND AVE,CHICAGO,IL,60609,12,,12-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2757753,ISSUE,10/30/2020,10/30/2020,11/12/2020,N,11/13/2020,11/15/2022,11/12/2020,11/13/2020,AAI,,10,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)",59,29,14924,706,1
2064551-20201116,2751713,356245,1,MAI CHI CORPORATION,MOTT ST.,1401 N ASHLAND AVE 1ST,CHICAGO,IL,60622,2,26,2-26,14,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2064551,RENEW,,09/15/2020,11/12/2020,N,11/16/2020,11/15/2022,11/12/2020,11/13/2020,AAI,,33,41.90703875,-87.667444076,"(41.90703874954132, -87.66744407587532)",25,24,21560,483,11
2754006-20201113,2754006,470645,1,Richard Essien,Richard A. Essien Dba Gavali Music Studio,6120 N MILWAUKEE AVE,CHICAGO,IL,60646,39,,39-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2754006,ISSUE,10/09/2020,10/09/2020,11/13/2020,N,11/13/2020,11/15/2022,11/13/2020,11/13/2020,AAI,,,41.992772491,-87.783783976,"(41.99277249057619, -87.78378397560031)",36,20,22532,656,38
2064172-20201216,2755754,357377,1,CONRAY CORPORATION,7-ELEVEN #33508C,2181 N CLYBOURN AVE 1,CHICAGO,IL,60614,2,37,2-37,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2064172,RENEW,,10/15/2020,11/12/2020,N,12/16/2020,12/15/2022,11/12/2020,11/13/2020,AAI,,,41.921178384,-87.663579385,"(41.921178383612904, -87.66357938528952)",68,16,21190,210,11
27164-20200616,2724706,53085,1,JOHN ELIOPOULOS,Regent Window Fashions LLC,917 W IRVING PARK RD 1ST,CHICAGO,IL,60613,46,5,46-5,19,1010,Limited Business License,,,27164,RENEW,,04/15/2020,06/15/2020,N,06/16/2020,06/15/2022,06/15/2020,11/13/2020,AAI,,17,41.954402688,-87.652843335,"(41.95440268758347, -87.65284333483937)",57,37,21186,83,39
2758025-20201113,2758025,471497,1,Ceja Strategies LLC,Ceja Strategies LLC,915 S OAKLEY BLVD 2,CHICAGO,IL,60612,28,,28-,,4404,Regulated Business License,719,Professional Consulting (Home Based Business),2758025,ISSUE,11/06/2020,11/06/2020,11/12/2020,N,11/13/2020,11/15/2022,11/12/2020,11/13/2020,AAI,,,41.869786824,-87.683528361,"(41.86978682412099, -87.68352836056604)",29,8,21184,5,23
2496897-20201116,2752513,411510,1,"MODERN BEAUTY HYDE PARK, INC.",MODERN BEAUTY,5050 S COTTAGE GROVE AVE 1,CHICAGO,IL,60615,4,3,4-3,2,1010,Limited Business License,748,Rental of General Merchandise,2496897,RENEW,,09/15/2020,11/12/2020,N,11/16/2020,11/15/2022,11/12/2020,11/13/2020,AAI,,47,41.802548017,-87.606563378,"(41.802548016505426, -87.60656337781782)",4,1,21192,165,10
2368209-20201216,2756142,394850,1,"MEPS CLEANING SERVICES, INC.","MEPS CLEANING SERVICES, INC.",3156 S WALLACE ST  3R,CHICAGO,IL,60616,11,42,11-42,9,4404,Regulated Business License,724,Other Home Based Businesses,2368209,RENEW,,10/15/2020,11/12/2020,N,12/16/2020,12/15/2022,11/12/2020,11/13/2020,AAI,,,41.836430667,-87.641518494,"(41.836430667266754, -87.64151849444872)",58,26,21194,149,48
2631098-20201116,2752914,432260,1,"ELITE NAIL & SPA, INC.",ELITE NAIL & SPA,1809-1811 N HARLEM AVE 1ST,CHICAGO,IL,60707,29,9,29-9,25,1010,Limited Business License,895,Nail Services,2631098,RENEW,,09/15/2020,11/12/2020,N,11/16/2020,11/15/2022,11/12/2020,11/13/2020,AAI,,,41.912853503,-87.805754097,"(41.912853503005756, -87.80575409685814)",26,39,4454,598,7
2749263-20201113,2749263,469594,1,OVY POP INC.,OVY'S KITCHEN,7035 W ADDISON ST,CHICAGO,IL,60634,38,,38-,,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2749263,ISSUE,08/25/2020,08/25/2020,08/25/2020,N,11/13/2020,11/15/2022,11/12/2020,11/13/2020,AAI,,,41.945246623,-87.802291706,"(41.94524662338966, -87.80229170629863)",17,39,22254,396,19
2362986-20201116,2752144,394230,1,Yazmin Ruiz,MEGA CELLULAR,5220 S PULASKI RD 1 C255,CHICAGO,IL,60632,23,,23-,,1010,Limited Business License,922,Retail Sales of Cell Phones and Accessories,2362986,RENEW,,09/15/2020,11/12/2020,N,11/16/2020,11/15/2022,11/12/2020,11/13/2020,AAI,,,41.79799187,-87.723443741,"(41.797991869962225, -87.723443740796)",60,35,22248,793,6
2068848-20201216,2755780,358081,1,"NXT CAPITAL, LLC","NXT CAPITAL, LLC",191 N WACKER DR 30TH,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,2068848,RENEW,,10/15/2020,11/13/2020,N,12/16/2020,12/15/2022,11/13/2020,11/13/2020,AAI,,,41.8855345,-87.636676091,"(41.88553449994189, -87.63667609147453)",38,22,14914,92,36
2328112-20201116,2752047,390165,1,FAIR DEAL LIVE FISH INC.,FAIR DEALS,3805 W CHICAGO AVE,CHICAGO,IL,60651,27,47,27-47,11,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2328112,RENEW,,09/15/2020,11/13/2020,N,11/16/2020,11/15/2022,11/13/2020,11/13/2020,AAI,,63,41.895301068,-87.721434053,"(41.895301068393046, -87.72143405339754)",24,41,4299,584,46
2362855-20201116,2752125,394165,1,"ALICE PEARL'S JEWELRY BOX, LIMITED","ALICE PEARL'S JEWELRY BOX, LIMITED",5030 N MARINE DR 7TH 704,CHICAGO,IL,60640,48,4,48-4,20,4404,Regulated Business License,722,Online Sales (Home Based Business),2362855,RENEW,,09/15/2020,11/12/2020,N,11/16/2020,11/15/2022,11/12/2020,11/13/2020,AAI,,,41.974270754,-87.651495309,"(41.97427075422844, -87.65149530892887)",31,40,22616,635,16
1046706-20201216,2754913,55835,1,ZURLA SALES INC,ZURLA SALES INCORPORATED,3012 N CLYBOURN AVE  1ST,CHICAGO,IL,60618,32,7,32-7,19,1010,Limited Business License,,,1046706,RENEW,,10/15/2020,11/12/2020,N,12/16/2020,12/15/2022,11/12/2020,11/13/2020,AAI,,,41.936144684,-87.683676194,"(41.93614468425834, -87.68367619447389)",46,24,21538,110,40
1591681-20201116,2751229,289347,1,VERONICA MONTANO,STUDIO I 90,1924 W ARMITAGE AVE 1,CHICAGO,IL,60622,32,34,32-34,14,1010,Limited Business License,894,Hair Services,1591681,RENEW,,09/15/2020,11/12/2020,N,11/16/2020,11/15/2022,11/12/2020,11/13/2020,AAI,,,41.91789331,-87.676262011,"(41.91789330962089, -87.67626201107961)",23,16,21560,209,40
1592320-20200316,2709667,4751,1,"8 S MICHIGAN , LLC","8 S MICHIGAN, LLC",8 S MICHIGAN AVE,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1592320,RENEW,,01/15/2020,11/13/2020,N,03/16/2020,03/15/2022,11/13/2020,11/13/2020,AAI,,,41.881899523,-87.624507008,"(41.881899523318246, -87.62450700789667)",38,22,14311,367,36
2363455-20201116,2752174,394418,1,"Lurie Investments, Inc.","Lurie Investments, Inc.",2 N RIVERSIDE PLZ 12 1240,CHICAGO,IL,60606,42,,42-,,1010,Limited Business License,709,Miscellaneous Personal Services,2363455,RENEW,,09/15/2020,11/12/2020,N,11/16/2020,11/15/2022,11/12/2020,11/13/2020,AAI,,,41.881977048,-87.63887584,"(41.88197704758362, -87.63887583987513)",29,22,14914,784,36
28158-20201116,2750490,30962,1,1858 CORPORATION,Nildas Place,1858 W IOWA ST 1ST,CHICAGO,IL,60622,2,3,2-3,12,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,28158,RENEW,,09/15/2020,11/13/2020,N,11/16/2020,11/15/2022,11/13/2020,11/13/2020,AAI,,,41.897878105,-87.67460367,"(41.8978781045364, -87.67460366979881)",25,16,21560,462,11
2631791-20201116,2753043,432653,1,STUDENT EXCEL ACADEMY CORP.,HUNTINGTON LEARNING CENTER,1505 W FULLERTON AVE FIRST FLOOR,CHICAGO,IL,60614,2,,2-,,1023,Children's Services Facility License,905,After School Program / Tutoring Children Under 18 Years of Age,2631791,RENEW,,09/15/2020,11/16/2020,N,11/16/2020,11/15/2022,11/16/2020,11/16/2020,AAI,,,41.925070878,-87.665996134,"(41.925070878390436, -87.66599613407917)",68,16,21190,210,11
2202962-20201216,2755981,377540,1,"ILLINOIS DRIVING SCHOOL, INC. NFP","ILLINOIS DRIVING SCHOOL, INC. NFP",3750 W IRVING PARK RD,CHICAGO,IL,60618,45,29,45-29,17,1010,Limited Business License,,,2202962,RENEW,,10/15/2020,11/14/2020,N,12/16/2020,12/15/2022,11/14/2020,11/16/2020,AAI,,,41.953839458,-87.722336681,"(41.95383945841584, -87.72233668149543)",16,28,21538,364,50
2631920-20201116,2753062,432717,1,JHEVON ALBRITTON,JHEVON ALBRITTON,2150 N LINCOLN PARK WEST,CHICAGO,IL,60614,43,8,43-8,18,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2631920,RENEW,,09/15/2020,11/16/2020,N,11/16/2020,11/15/2022,,11/16/2020,AAI,,23,41.92167473,-87.636594537,"(41.92167472950906, -87.63659453718228)",68,51,21190,207,34
2758290-20201116,2758290,471652,1,"9518 CELLULAR, INC.",BOOST,9518 S HALSTED ST,CHICAGO,IL,60628,21,,21-,,1010,Limited Business License,922,Retail Sales of Cell Phones and Accessories,2758290,ISSUE,11/13/2020,11/13/2020,11/15/2020,N,11/16/2020,12/15/2022,11/15/2020,11/16/2020,AAI,,,41.720876049,-87.64334592,"(41.72087604873546, -87.64334592026209)",72,18,21861,592,13
2757965-20201116,2757965,471437,1,Omar Velazquez,Velazquez's,4100 S ASHLAND AVE,CHICAGO,IL,60609,12,,12-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2757965,ISSUE,11/05/2020,11/05/2020,11/15/2020,N,11/16/2020,12/15/2022,11/15/2020,11/16/2020,AAI,,10,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)",59,29,14924,706,1
29163-20200416,2714038,11602,1,CLIFF DWELLERS,THE CLIFF DWELLERS,200 S MICHIGAN AVE 22ND,CHICAGO,IL,60604,42,9,42-9,1,1473,Not-For-Profit Club,639,Consumption of Liquor on Premises - Not for Profit,29163,RENEW,,02/15/2020,04/01/2020,N,04/16/2020,04/15/2022,04/01/2020,04/02/2020,AAI,,,41.879489329,-87.624498125,"(41.87948932869769, -87.6244981249339)",38,22,14912,367,36
2757580-20201116,2757580,471165,1,Vivian Ross,Vivian Ross,8045 S ESSEX AVE,CHICAGO,IL,60617,7,,7-,,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2757580,ISSUE,10/28/2020,10/28/2020,11/16/2020,N,11/16/2020,12/15/2022,,11/16/2020,AAI,,49,41.748623598,-87.56360899,"(41.748623598044574, -87.56360898989541)",42,43,21202,478,37
2758224-20201116,2758224,471624,1,hector aguirre,blen chicago,4100 S ASHLAND AVE  OUTDOOR,CHICAGO,IL,60609,12,,12-,,1010,Limited Business License,767,Retail Sales of General Merchandise and Non-Perishable Food,2758224,ISSUE,11/12/2020,11/12/2020,11/13/2020,N,11/16/2020,11/15/2022,11/13/2020,11/16/2020,AAI,,10,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)",59,29,14924,706,1
49347-20200816,2733593,17164,1,CLUB PARADISE,PARADISE CLUB,4300 W CERMAK RD,CHICAGO,IL,60623,24,58,24-58,10,1473,Not-For-Profit Club,639,Consumption of Liquor on Premises - Not for Profit,49347,RENEW,,06/15/2020,08/10/2020,N,08/16/2020,08/15/2022,08/10/2020,08/11/2020,AAI,,,41.851543684,-87.732199832,"(41.851543684489044, -87.7321998316158)",30,36,21569,125,14
2632153-20201116,2753100,432877,1,CLARA BERNABE,RCB RENOVATION,2531 S LAWNDALE AVE 1ST,CHICAGO,IL,60623,22,13,22-13,10,4404,Regulated Business License,674,Home Repair Services (Home Based Business),2632153,RENEW,,09/15/2020,11/14/2020,N,11/16/2020,11/15/2022,11/14/2020,11/16/2020,AAI,,25,41.845244851,-87.717108263,"(41.845244850515506, -87.71710826307564)",32,14,21569,754,28
1475933-20201116,2751151,272927,1,MAXI MAINTENEX INC,"MAXI MAINTENEx, INC",5740 N ELSTON AVE,CHICAGO,IL,60646,45,44,45-44,16,1010,Limited Business License,,,1475933,RENEW,,09/15/2020,11/15/2020,N,11/16/2020,11/15/2022,11/15/2020,11/16/2020,AAI,,,41.985697821,-87.769898529,"(41.98569782105162, -87.76989852886088)",11,20,22532,701,50
2749617-20201116,2749617,469831,1,BRIGHTBOT INC.,BRIGHTBOT INC,965 W CHICAGO AVE FIRST N/A,CHICAGO,IL,60642,27,,27-,,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,2749617,ISSUE,09/03/2020,09/03/2020,09/04/2020,N,11/16/2020,10/15/2022,10/02/2020,10/05/2020,AAI,,29,41.896202941,-87.652413126,"(41.89620294071183, -87.65241312565828)",25,41,22620,522,46
38583-20200716,2728658,425,1,BRANCH VITEZ RAFAEL BOBAN,THE CROATIAN CLUB,9629 S COMMERCIAL AVE 1ST,CHICAGO,IL,60617,10,45,10-45,4,1473,Not-For-Profit Club,639,Consumption of Liquor on Premises - Not for Profit,38583,RENEW,,05/15/2020,07/21/2020,N,07/16/2020,07/15/2022,07/21/2020,07/22/2020,AAI,,,41.720056612,-87.550894542,"(41.720056611772875, -87.5508945422397)",48,47,21202,526,47
2758116-20201116,2758116,471556,1,Hugo Solis,Hugo Solis,4100 S ASHLAND AVE  979,CHICAGO,IL,60609,12,,12-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2758116,ISSUE,11/09/2020,11/09/2020,11/15/2020,N,11/16/2020,12/15/2022,11/15/2020,11/16/2020,AAI,,10,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)",59,29,14924,706,1
2636901-20201216,2756971,454739,1,"LYLOLE, LLC","LYLOLE, LLC",2525 N DRAKE AVE,CHICAGO,IL,60647,35,,35-,,4404,Regulated Business License,724,Other Home Based Businesses,2636901,RENEW,,10/15/2020,11/13/2020,N,12/16/2020,12/15/2022,11/13/2020,11/16/2020,AAI,,,41.927182097,-87.715691751,"(41.927182097189124, -87.715691750511)",23,10,22535,70,12
2143-20201016,2745732,24264,1,"GEORGE L. GILES POST NO. 87 THE AMERICAN LEGION, DEPARTMENT OF ILLINOIS",GEORGE L GILES POST #87,5745 S STATE ST 1ST,CHICAGO,IL,60621,20,33,20-33,2,1473,Not-For-Profit Club,639,Consumption of Liquor on Premises - Not for Profit,2143,RENEW,,08/15/2020,10/13/2020,N,10/16/2020,10/15/2022,10/13/2020,10/14/2020,AAI,,,41.789652732,-87.625426543,"(41.78965273234417, -87.62542654330346)",7,53,21559,403,4
1991203-20201216,2755676,346666,1,3808 WEST BELMONT CORPORATION,EDELWEISS,3808 W BELMONT AVE 1ST,CHICAGO,IL,60618,30,16,30-16,17,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1991203,RENEW,,10/15/2020,11/13/2020,N,12/16/2020,12/15/2022,11/13/2020,11/16/2020,AAI,,,41.939259217,-87.722696516,"(41.93925921666965, -87.72269651601053)",22,27,21538,138,21
48865-20201016,2745587,17088,1,MOST WORSHIPFUL ST. JOHN'S GRAND LODGE,MOST WORSHIPFUL ST. JOHN'S  GRAND LODGE,7443 S INGLESIDE AVE  BANQU,CHICAGO,IL,60619,8,69,8-69,3,1473,Not-For-Profit Club,639,Consumption of Liquor on Premises - Not for Profit,48865,RENEW,,08/15/2020,09/21/2020,N,10/16/2020,10/15/2022,09/21/2020,09/22/2020,AAI,,,41.759168176,-87.60159144,"(41.75916817600598, -87.60159143984758)",67,9,21546,121,35
1842769-20201116,2750936,217946,1,MORFE INC.,FOLKLORE,2100 -2102 W DIVISION ST,CHICAGO,IL,60622,2,3,2-3,14,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1842769,RENEW,,09/15/2020,11/14/2020,N,11/16/2020,11/15/2022,11/14/2020,11/16/2020,AAI,,33,41.903254515,-87.679825045,"(41.903254515018354, -87.6798250453467)",25,16,21560,517,11
24704-20200316,2709949,52748,1,"TESTONE MECHANICAL, INC",TESTONE MECHANICAL INC,570  STEVENSON RD  5,SOUTH ELGIN,IL,60177,,,,,1010,Limited Business License,,,24704,RENEW,,01/15/2020,01/27/2020,N,03/16/2020,03/15/2022,01/27/2020,01/28/2020,AAI,,,,,,,,,,
42196-20201216,2754547,11537,1,"RHEINISCHER VEREIN 1890, INC.","RHEINISCHER VEREIN, INC.",4265 N ELSTON AVE,CHICAGO,IL,60618,39,28,39-28,17,1473,Not-For-Profit Club,639,Consumption of Liquor on Premises - Not for Profit,42196,RENEW,,10/15/2020,11/11/2020,N,12/16/2020,12/15/2022,11/11/2020,11/16/2020,AAI,,,41.95864912,-87.726169548,"(41.958649120186195, -87.72616954836586)",16,28,21538,364,38
42066-20201116,2750674,55328,1,YOUNG RAN DOH,RIVER WEST CLEANERS,915 W HURON ST 1ST,CHICAGO,IL,60642,27,54,27-54,12,1010,Limited Business License,648,Dry Cleaning - Drop Off Location,42066,RENEW,,09/15/2020,11/13/2020,N,11/16/2020,11/15/2022,11/13/2020,11/16/2020,AAI,,29,41.894937418,-87.650705043,"(41.89493741836681, -87.65070504287114)",25,41,22620,522,46
1842767-20201116,2750937,217946,1,MORFE INC.,FOLKLORE,2100 -2102 W DIVISION ST,CHICAGO,IL,60622,2,3,2-3,14,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1842767,RENEW,,09/15/2020,11/14/2020,N,11/16/2020,11/15/2022,11/14/2020,11/16/2020,AAI,,33,41.903254515,-87.679825045,"(41.903254515018354, -87.6798250453467)",25,16,21560,517,11
1598064-20201216,2755329,292790,1,"CHICAGO TEMPERED GLASS, INC.","CHICAGO TEMPERED GLASS, INC.",2945 N MOZART ST,CHICAGO,IL,60618,33,13,33-13,14,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,1598064,RENEW,,10/15/2020,11/13/2020,N,12/16/2020,12/15/2022,11/13/2020,11/16/2020,AAI,,,41.935316513,-87.698772284,"(41.93531651309345, -87.69877228396713)",22,2,21538,466,20
28892-20201016,2745980,63691,1,BURNHAM PARK YACHT CLUB,BURNHAM PARK YACHT CLUB,1500 S LINN WHITE DR 1ST,CHICAGO,IL,60605,4,,4-,1,1473,Not-For-Profit Club,639,Consumption of Liquor on Premises - Not for Profit,28892,RENEW,,08/15/2020,10/14/2020,N,10/16/2020,10/15/2022,10/14/2020,10/15/2020,AAI,,,41.862306077,-87.609522247,"(41.862306077461064, -87.60952224708733)",34,48,14913,374,10
42240-20200716,2729129,34722,1,"CALUMET YACHT CLUB, INC.",CALUMET YACHT CLUB,4025 E 102ND ST 1ST,CHICAGO,IL,60617,10,26,10-26,4,1473,Not-For-Profit Club,639,Consumption of Liquor on Premises - Not for Profit,42240,RENEW,,05/15/2020,06/10/2020,N,07/16/2020,07/15/2022,06/10/2020,06/11/2020,AAI,,,41.70947892,-87.526173571,"(41.709478919734515, -87.52617357053239)",49,47,21202,705,47
1883562-20200616,2725898,325646,1,"DATA DEFENDERS, LLC",DATA DEFENDERS LLC,10 W 35TH ST 9TH 9AF,CHICAGO,IL,60616,3,53,3-53,2,1010,Limited Business License,,,1883562,RENEW,,04/15/2020,11/14/2020,N,06/16/2020,06/15/2022,11/14/2020,11/16/2020,AAI,,,41.831113424,-87.626992199,"(41.83111342390004, -87.62699219850806)",1,12,21194,25,9
2636697-20201216,2756945,454616,1,"TAZA CATERING, INC.",TAZA MEDITERRANEAN CUISINE,176 N FRANKLIN ST 1ST,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2636697,RENEW,,10/15/2020,11/14/2020,N,12/16/2020,12/15/2022,11/14/2020,11/16/2020,AAI,,,41.885248027,-87.635545917,"(41.885248026568625, -87.63554591705974)",38,22,14914,92,36
1922523-20201116,2751553,335725,1,"SKT ENTERPRISES, INC.",DEMETRES DRY CLEANING & TAILORING,5504 W DEVON AVE 1ST,CHICAGO,IL,60646,41,14,41-14,16,1010,Limited Business License,648,Dry Cleaning - Drop Off Location,1922523,RENEW,,09/15/2020,11/15/2020,N,11/16/2020,11/15/2022,11/15/2020,11/16/2020,AAI,,,41.997451603,-87.765987607,"(41.99745160269781, -87.76598760700627)",12,34,22532,781,29
2758140-20201116,2758140,471567,1,IRIS DE SANTIAGO,LUJOSOS COBERTORES DE SANTIAGO,"4100 S ASHLAND AVE  191, OUT",CHICAGO,IL,60609,12,,12-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2758140,ISSUE,11/09/2020,11/09/2020,11/14/2020,N,11/16/2020,11/15/2022,11/14/2020,11/16/2020,AAI,,,,,,,,,,
2496354-20201216,2756418,411323,1,TMB 1 INC.,"TIRES, MUFFLERS, BRAKES",9651 S EWING AVE 1ST,CHICAGO,IL,60617,10,23,10-23,4,8340,Motor Vehicle Services License,712,Motor Vehicle Repair -  Engine and Transmission Work,2496354,RENEW,,10/15/2020,11/14/2020,N,12/16/2020,12/15/2022,11/14/2020,11/16/2020,AAI,,,41.719862723,-87.535142267,"(41.719862723302185, -87.53514226733395)",49,47,21202,705,47
1844787-20201116,2751462,321079,1,"MARNAT, LLC",LOU MALNATIS PIZZERIA,1520 N DAMEN AVE 1ST 2A,CHICAGO,IL,60622,1,8,1-8,14,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1844787,RENEW,,09/15/2020,11/13/2020,N,11/16/2020,11/15/2022,11/13/2020,11/16/2020,AAI,,33,41.9089214,-87.677567796,"(41.90892140028331, -87.67756779552343)",25,24,21560,481,41
41421-20201116,2750524,34504,1,"GUS MAZAN TAP, INC.",GUS MAZAN TAP,1013 N WESTERN AVE 1ST,CHICAGO,IL,60622,1,26,1-26,12,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,41421,RENEW,,09/15/2020,11/13/2020,N,11/16/2020,11/15/2022,11/13/2020,11/16/2020,AAI,,,41.899838283,-87.686802366,"(41.89983828324747, -87.68680236645159)",25,16,21560,541,41
37002-20201116,2750244,15331,1,"EL CHILE, INC.",LA CONDESA,1003 N ASHLAND AVE,CHICAGO,IL,60622,2,56,2-56,12,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,37002,RENEW,,09/15/2020,11/13/2020,N,11/16/2020,11/15/2022,11/13/2020,11/16/2020,AAI,,29,41.899818662,-87.667248578,"(41.899818661508206, -87.6672485778532)",25,41,21560,484,11
